CreditScore,Age,Tenure,HasCrCard,IsActiveMember,EstimatedSalary,Churned,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Total_Products_More Than 2 Products,Total_Products_One product,Total_Products_Two Products,Account_Balance_More Than zero Balance,Account_Balance_Zero Balance
777,3.4657359027997265,2,1,0,136458.19,1,True,False,False,True,False,False,True,False,False,True
543,3.58351893845611,3,0,0,26019.59,0,True,False,False,True,False,False,False,True,False,True
506,3.5263605246161616,4,1,1,159235.29,0,True,False,False,True,False,False,True,False,True,False
493,3.828641396489095,4,1,0,1907.66,0,True,False,False,True,False,False,False,True,False,True
652,4.31748811353631,10,1,1,114675.75,0,False,False,True,True,False,False,False,True,False,True
750,3.091042453358316,3,1,0,128643.35,1,False,False,True,False,True,False,True,False,True,False
729,3.4011973816621555,9,1,0,151869.35,0,True,False,False,False,True,False,False,True,False,True
646,3.828641396489095,4,1,0,93251.42,1,True,False,False,True,False,True,False,False,False,True
635,3.332204510175204,3,1,1,156791.36,0,False,True,False,True,False,False,False,True,True,False
647,3.784189633918261,5,1,1,174205.22,1,False,False,True,True,False,True,False,False,False,True
808,3.8066624897703196,7,1,0,147132.46,0,True,False,False,False,True,False,False,True,True,False
524,3.58351893845611,10,1,0,109614.57,0,True,False,False,True,False,False,False,True,False,True
769,3.367295829986474,8,1,1,172290.61,0,True,False,False,False,True,False,False,True,False,True
730,3.7376696182833684,4,0,1,85982.47,0,False,False,True,False,True,False,False,True,False,True
515,3.5553480614894135,10,0,1,121277.78,0,False,False,True,False,True,False,True,False,True,False
773,3.713572066704308,9,0,1,64595.25,0,False,False,True,False,True,False,True,False,True,False
814,3.367295829986474,8,1,1,197276.13,0,False,True,False,False,True,False,False,True,True,False
710,3.091042453358316,8,0,0,99645.04,0,False,False,True,False,True,False,False,True,False,True
413,3.5263605246161616,9,0,0,6534.18,0,True,False,False,False,True,False,False,True,False,True
665,3.6888794541139363,6,1,1,161848.03,0,True,False,False,True,False,False,True,False,False,True
623,3.784189633918261,6,0,0,167162.43,0,True,False,False,True,False,False,False,True,False,True
738,3.4339872044851463,9,1,0,41970.72,0,True,False,False,False,True,False,True,False,True,False
528,3.58351893845611,7,1,0,60536.56,0,False,False,True,False,True,False,False,True,False,True
670,4.174387269895637,1,1,1,177655.68,1,False,False,True,True,False,False,True,False,False,True
622,3.828641396489095,4,1,1,30984.59,1,False,False,True,True,False,False,False,True,True,False
582,3.4657359027997265,1,1,1,10054.53,0,False,True,False,False,True,False,True,False,True,False
785,3.58351893845611,2,0,1,36976.52,0,False,True,False,True,False,False,True,False,True,False
605,3.4965075614664802,5,0,0,71862.79,0,False,False,True,False,True,False,True,False,True,False
479,3.5553480614894135,9,1,0,99449.86,1,False,True,False,False,True,False,True,False,True,False
685,3.4011973816621555,3,0,1,63082.88,0,False,True,False,False,True,False,True,False,True,False
538,3.6635616461296463,7,1,0,27231.26,0,False,True,False,False,True,False,False,True,True,False
562,3.7376696182833684,2,0,0,86797.41,0,True,False,False,False,True,False,True,False,True,False
675,3.58351893845611,9,0,1,22994.32,0,False,False,True,False,True,False,True,False,True,False
721,3.332204510175204,9,0,1,101300.94,1,False,True,False,False,True,False,False,True,True,False
628,3.4011973816621555,9,1,1,74169.13,0,False,True,False,True,False,False,False,True,True,False
668,3.6109179126442243,6,1,0,115638.29,0,False,True,False,True,False,False,True,False,True,False
506,3.713572066704308,1,1,0,31766.3,0,True,False,False,True,False,False,False,True,False,True
524,3.4339872044851463,8,1,0,199725.39,1,False,True,False,True,False,False,True,False,True,False
699,3.5263605246161616,4,1,0,120834.48,0,False,True,False,False,True,False,False,True,True,False
828,3.5263605246161616,8,0,0,38131.77,0,True,False,False,False,True,False,False,True,True,False
674,3.6635616461296463,6,0,0,100130.95,0,False,False,True,False,True,False,True,False,True,False
656,3.6635616461296463,6,1,0,141069.88,0,True,False,False,True,False,False,False,True,False,True
684,3.871201010907891,10,1,1,198129.36,0,False,True,False,True,False,False,True,False,True,False
625,3.332204510175204,3,0,0,183646.41,0,True,False,False,True,False,False,True,False,False,True
432,3.7376696182833684,9,1,0,110265.24,1,True,False,False,False,True,False,True,False,True,False
549,3.9512437185814275,1,0,1,8636.05,1,True,False,False,True,False,False,True,False,False,True
625,4.02535169073515,0,1,0,46824.08,1,False,True,False,False,True,False,True,False,True,False
828,3.713572066704308,7,1,0,171378.77,0,True,False,False,True,False,False,False,True,False,True
770,3.1780538303479458,9,1,0,167256.35,0,True,False,False,False,True,False,True,False,True,False
758,3.5263605246161616,3,1,1,124226.16,0,True,False,False,True,False,False,False,True,False,True
795,3.4965075614664802,9,1,1,114935.21,0,False,True,False,True,False,False,True,False,True,False
687,3.6375861597263857,9,1,1,35608.88,0,True,False,False,False,True,False,True,False,True,False
686,3.2188758248682006,1,0,1,16459.37,0,True,False,False,False,True,False,False,True,False,True
789,3.6635616461296463,7,1,1,124411.08,0,False,True,False,False,True,False,False,True,True,False
589,3.912023005428146,5,1,1,34941.23,0,False,True,False,True,False,False,False,True,True,False
461,3.5263605246161616,5,0,1,167784.28,0,False,True,False,True,False,False,True,False,True,False
637,3.6888794541139363,2,0,1,93165.34,0,True,False,False,False,True,False,True,False,True,False
584,3.871201010907891,2,1,0,75161.25,1,False,False,True,True,False,False,True,False,True,False
579,3.5553480614894135,1,0,1,8590.83,1,False,False,True,True,False,False,False,True,True,False
756,3.784189633918261,10,1,0,189543.9,0,False,True,False,False,True,False,True,False,True,False
663,3.5263605246161616,7,1,1,180427.24,0,True,False,False,False,True,False,False,True,False,True
682,3.7612001156935624,5,1,1,193318.33,0,True,False,False,True,False,False,True,False,True,False
793,3.9512437185814275,2,1,0,159123.82,1,False,False,True,False,True,False,True,False,False,True
691,3.4339872044851463,5,1,0,126213.84,1,True,False,False,True,False,False,True,False,True,False
485,3.044522437723423,5,1,1,54141.5,0,False,False,True,True,False,False,True,False,True,False
635,3.367295829986474,8,1,0,141075.51,0,False,False,True,True,False,False,False,True,True,False
650,3.6109179126442243,5,0,0,24495.03,0,True,False,False,False,True,False,True,False,True,False
735,3.784189633918261,9,1,0,74836.34,0,True,False,False,False,True,False,True,False,True,False
416,3.4657359027997265,0,0,1,878.87,0,True,False,False,False,True,False,False,True,False,True
754,3.4657359027997265,7,1,0,89520.75,0,False,False,True,True,False,False,False,True,False,True
535,3.871201010907891,9,1,0,149892.79,1,True,False,False,True,False,False,True,False,False,True
716,3.7376696182833684,8,1,0,180800.42,0,False,False,True,False,True,False,False,True,False,True
539,3.6109179126442243,2,1,0,98646.22,0,True,False,False,False,True,False,True,False,True,False
614,3.7612001156935624,6,1,1,109041.53,0,True,False,False,True,False,False,False,True,False,True
706,4.04305126783455,7,1,0,17941.16,1,False,False,True,False,True,False,True,False,False,True
758,3.4965075614664802,7,0,0,82996.47,0,True,False,False,True,False,False,False,True,False,True
586,3.332204510175204,2,1,1,92067.35,0,False,False,True,True,False,False,False,True,False,True
646,4.290459441148391,6,0,1,104719.66,0,True,False,False,True,False,False,True,False,True,False
631,3.4965075614664802,4,0,0,112687.57,0,False,True,False,True,False,False,True,False,True,False
717,3.091042453358316,6,0,1,84699.56,0,False,False,True,True,False,False,True,False,True,False
684,3.4011973816621555,2,1,0,83473.82,0,True,False,False,False,True,False,False,True,False,True
800,3.8918202981106265,7,0,0,47125.11,0,True,False,False,True,False,False,True,False,True,False
721,3.58351893845611,2,1,1,106977.8,0,False,False,True,True,False,False,False,True,False,True
683,3.367295829986474,0,1,0,55582.54,1,False,False,True,False,True,False,True,False,True,False
660,3.4339872044851463,9,1,1,139874.43,0,False,True,False,False,True,False,False,True,True,False
704,3.1780538303479458,7,1,0,162503.48,1,False,True,False,True,False,False,True,False,True,False
615,3.713572066704308,9,1,0,196499.96,0,False,False,True,True,False,False,True,False,True,False
667,3.6635616461296463,2,1,0,40721.24,1,False,False,True,True,False,False,False,True,False,True
682,3.1780538303479458,9,0,0,53134.3,0,False,True,False,False,True,False,False,True,True,False
484,3.367295829986474,4,1,0,164017.89,0,True,False,False,True,False,False,True,False,True,False
628,3.295836866004329,5,1,0,155996.96,0,False,True,False,False,True,False,False,True,True,False
480,3.784189633918261,10,1,0,5472.7,1,False,True,False,False,True,False,True,False,True,False
578,3.4011973816621555,4,1,0,112187.11,0,True,False,False,False,True,False,True,False,True,False
512,3.6888794541139363,5,1,1,146457.83,0,True,False,False,False,True,False,False,True,False,True
484,3.5553480614894135,7,1,1,27286.1,0,False,False,True,True,False,False,True,False,True,False
510,3.4011973816621555,0,1,1,130553.47,0,True,False,False,True,False,False,False,True,False,True
606,3.58351893845611,5,0,0,179351.89,0,False,True,False,False,True,False,False,True,True,False
597,3.6888794541139363,8,0,1,94774.12,0,False,False,True,True,False,False,True,False,True,False
754,4.007333185232471,3,1,0,8080.85,1,False,True,False,True,False,False,True,False,True,False
850,3.8066624897703196,2,1,1,19482.5,0,False,False,True,True,False,False,True,False,True,False
510,4.174387269895637,2,1,1,48071.61,0,True,False,False,False,True,False,False,True,False,True
778,3.8066624897703196,1,1,0,174531.27,0,False,True,False,True,False,False,False,True,True,False
636,3.7376696182833684,2,1,1,55470.78,0,True,False,False,False,True,False,False,True,False,True
804,3.912023005428146,4,1,1,8546.87,1,True,False,False,True,False,False,True,False,False,True
514,3.4657359027997265,8,1,0,95857.18,0,True,False,False,False,True,False,False,True,False,True
730,3.6635616461296463,1,1,0,194945.8,0,True,False,False,True,False,False,True,False,True,False
525,3.6109179126442243,0,0,1,131521.72,0,False,False,True,True,False,False,True,False,False,True
616,3.4011973816621555,5,0,1,196108.51,0,False,False,True,False,True,False,False,True,False,True
687,3.5263605246161616,7,1,0,148564.76,0,False,True,False,True,False,False,False,True,True,False
715,3.713572066704308,8,0,0,92982.61,1,True,False,False,True,False,False,False,True,True,False
512,3.58351893845611,3,1,0,17675.36,0,True,False,False,True,False,False,False,True,True,False
479,3.6888794541139363,1,0,0,114996.43,0,True,False,False,False,True,False,False,True,False,True
601,3.4657359027997265,8,1,0,86957.42,0,True,False,False,False,True,False,True,False,True,False
580,3.367295829986474,9,1,0,128077.8,0,False,False,True,False,True,False,False,True,True,False
807,3.5553480614894135,3,1,1,600.36,0,True,False,False,False,True,False,True,False,True,False
616,3.4657359027997265,6,1,1,43001.46,0,False,False,True,True,False,False,False,True,False,True
721,3.6109179126442243,3,1,1,158591.12,0,False,True,False,False,True,False,True,False,True,False
501,4.04305126783455,10,1,1,47847.19,0,True,False,False,False,True,False,False,True,False,True
521,3.5553480614894135,6,1,0,10488.44,0,True,False,False,False,True,False,True,False,True,False
850,3.4011973816621555,2,1,1,5978.2,0,False,False,True,False,True,False,True,False,True,False
759,3.7376696182833684,4,0,1,121409.06,0,True,False,False,False,True,False,True,False,True,False
516,3.912023005428146,5,0,1,146145.93,1,False,False,True,False,True,False,True,False,False,True
711,3.6375861597263857,2,1,1,14374.86,1,True,False,False,True,False,False,False,True,True,False
512,3.4965075614664802,3,1,0,94670.77,0,False,False,True,False,True,False,True,False,True,False
550,3.6109179126442243,3,1,1,179670.31,0,True,False,False,False,True,False,True,False,False,True
608,3.713572066704308,3,0,0,199304.74,1,False,False,True,True,False,False,True,False,True,False
618,3.5263605246161616,5,1,1,151954.39,0,True,False,False,False,True,False,True,False,True,False
643,3.8066624897703196,5,1,0,142513.5,1,True,False,False,False,True,False,True,False,False,True
671,3.8066624897703196,2,0,1,158264.62,0,True,False,False,False,True,False,True,False,True,False
689,3.4965075614664802,2,1,0,169381.9,0,False,True,False,False,True,False,False,True,True,False
603,3.4339872044851463,8,1,1,169915.02,0,True,False,False,False,True,False,False,True,False,True
620,3.713572066704308,9,0,0,88852.47,0,True,False,False,True,False,False,False,True,False,True
676,3.5263605246161616,1,1,1,40645.81,0,True,False,False,True,False,False,True,False,True,False
572,3.258096538021482,4,0,0,60427.3,0,False,True,False,False,True,False,False,True,True,False
668,3.8501476017100584,7,0,1,157959.02,1,False,True,False,False,True,False,True,False,True,False
695,3.828641396489095,7,1,0,133007.34,0,True,False,False,False,True,False,True,False,True,False
730,3.4965075614664802,9,0,0,176576.62,0,False,False,True,True,False,False,False,True,False,True
807,3.7612001156935624,1,1,0,34888.04,1,True,False,False,False,True,False,False,True,True,False
592,3.9889840465642745,8,1,1,28737.71,1,True,False,False,False,True,False,True,False,False,True
726,3.4339872044851463,9,1,1,98178.57,0,True,False,False,True,False,False,False,True,True,False
514,3.4011973816621555,7,0,1,125010.24,0,False,False,True,False,True,False,True,False,False,True
567,3.7376696182833684,2,1,1,167984.61,0,True,False,False,False,True,False,False,True,False,True
850,3.4965075614664802,10,1,0,4861.72,1,True,False,False,False,True,False,True,False,False,True
671,3.8066624897703196,6,1,1,108872.45,1,False,True,False,False,True,False,True,False,True,False
670,3.6109179126442243,4,1,0,198252.88,0,True,False,False,False,True,False,False,True,True,False
694,3.4011973816621555,9,1,1,26960.31,0,True,False,False,True,False,False,False,True,False,True
547,3.6635616461296463,6,1,1,85746.52,1,False,True,False,True,False,True,False,False,True,False
751,3.912023005428146,2,1,0,77206.25,1,False,True,False,False,True,False,True,False,True,False
594,3.367295829986474,3,1,0,61048.53,0,False,True,False,True,False,False,True,False,True,False
673,4.276666119016055,1,0,1,111981.19,0,True,False,False,False,True,False,False,True,False,True
610,3.6888794541139363,0,1,0,62232.6,0,True,False,False,False,True,False,False,True,False,True
512,3.6109179126442243,1,0,1,156105.03,0,True,False,False,True,False,False,False,True,False,True
767,2.995732273553991,3,0,1,150135.38,0,False,True,False,False,True,False,False,True,True,False
585,4.204692619390966,5,0,1,93146.11,0,True,False,False,True,False,False,False,True,True,False
763,3.7376696182833684,6,1,0,33462.94,1,False,True,False,False,True,False,True,False,True,False
712,3.367295829986474,2,1,1,144375.0,0,True,False,False,True,False,False,True,False,False,True
539,3.7612001156935624,3,1,0,55803.96,1,False,True,False,True,False,True,False,False,True,False
668,3.828641396489095,2,1,0,89048.46,1,True,False,False,True,False,True,False,False,False,True
703,3.332204510175204,2,0,1,162812.16,0,True,False,False,False,True,False,False,True,True,False
662,3.6375861597263857,4,1,0,136259.65,0,False,False,True,False,True,False,False,True,False,True
725,3.6635616461296463,5,1,0,124052.97,0,False,True,False,True,False,False,True,False,True,False
703,3.6109179126442243,8,0,1,74158.8,0,True,False,False,False,True,False,False,True,True,False
659,4.204692619390966,6,1,1,45071.09,1,False,True,False,False,True,False,True,False,True,False
523,3.5263605246161616,7,1,0,62030.06,0,False,False,True,False,True,False,False,True,False,True
635,3.6888794541139363,10,1,0,131953.23,1,True,False,False,True,False,False,True,False,True,False
772,3.258096538021482,7,1,0,79414.0,0,False,True,False,False,True,False,False,True,True,False
545,3.258096538021482,1,1,1,199638.56,0,True,False,False,True,False,False,False,True,False,True
634,3.1780538303479458,8,1,1,157577.29,0,False,True,False,False,True,False,True,False,True,False
739,3.9889840465642745,8,1,0,134420.75,1,False,True,False,False,True,False,True,False,True,False
771,3.58351893845611,5,0,0,99805.99,0,False,True,False,True,False,False,True,False,True,False
587,3.5263605246161616,1,1,1,97932.68,0,False,False,True,True,False,False,False,True,False,True
681,4.3694478524670215,0,0,1,170968.99,0,True,False,False,True,False,False,False,True,False,True
544,3.6109179126442243,2,1,1,57558.95,0,False,True,False,False,True,False,True,False,True,False
696,3.332204510175204,8,0,0,176713.47,0,False,False,True,False,True,False,True,False,False,True
766,3.713572066704308,0,0,1,34283.23,0,False,False,True,False,True,False,False,True,False,True
727,3.5263605246161616,10,1,1,198637.34,0,True,False,False,False,True,False,False,True,False,True
671,3.5263605246161616,6,0,0,156917.12,0,False,True,False,True,False,False,False,True,True,False
693,3.4011973816621555,6,1,1,50457.2,0,True,False,False,True,False,False,True,False,True,False
850,3.6375861597263857,3,1,1,140075.55,0,False,True,False,False,True,False,True,False,True,False
732,3.7376696182833684,9,1,1,65323.11,0,False,True,False,False,True,False,False,True,True,False
726,3.871201010907891,6,1,0,64323.24,0,False,False,True,True,False,False,True,False,True,False
557,3.4657359027997265,6,1,0,14956.44,0,True,False,False,True,False,False,False,True,True,False
682,3.258096538021482,0,0,1,111879.21,0,True,False,False,True,False,False,True,False,True,False
738,3.4339872044851463,9,1,1,18606.23,0,False,False,True,False,True,False,True,False,True,False
531,3.58351893845611,9,1,0,123137.01,0,False,False,True,True,False,False,True,False,True,False
498,3.5263605246161616,2,1,1,148528.24,0,True,False,False,False,True,False,False,True,False,True
651,3.58351893845611,7,1,0,13898.31,0,True,False,False,False,True,False,False,True,False,True
549,3.6635616461296463,7,0,0,81259.25,1,False,False,True,True,False,False,True,False,False,True
791,3.5553480614894135,7,1,0,161051.75,0,False,True,False,True,False,False,True,False,True,False
650,3.713572066704308,9,0,1,191599.67,0,False,False,True,False,True,False,False,True,False,True
733,3.5263605246161616,3,1,0,48559.19,1,False,True,False,False,True,True,False,False,True,False
811,3.5263605246161616,1,1,1,186339.74,0,False,True,False,True,False,False,False,True,True,False
707,3.4011973816621555,8,1,0,33159.37,0,True,False,False,False,True,False,False,True,False,True
712,3.332204510175204,4,0,1,93883.53,0,False,True,False,False,True,False,True,False,True,False
706,3.6109179126442243,7,1,1,110899.3,0,False,False,True,True,False,False,False,True,False,True
756,4.127134385045092,3,1,1,11199.04,1,True,False,False,False,True,False,True,False,False,True
777,3.970291913552122,10,1,0,189992.97,0,True,False,False,True,False,False,False,True,False,True
646,3.5553480614894135,6,0,1,164255.69,0,True,False,False,False,True,False,True,False,True,False
714,3.828641396489095,1,1,0,152167.79,1,True,False,False,False,True,False,True,False,False,True
782,3.6635616461296463,8,1,1,33949.67,0,True,False,False,False,True,False,False,True,False,True
775,3.367295829986474,10,1,1,68143.93,0,False,False,True,False,True,False,False,True,False,True
479,3.5553480614894135,4,1,1,47251.79,1,False,True,False,False,True,False,True,False,True,False
807,3.7376696182833684,7,1,1,25885.72,0,True,False,False,False,True,False,True,False,True,False
799,3.091042453358316,8,0,1,192633.85,0,True,False,False,True,False,False,False,True,True,False
675,3.6888794541139363,7,1,0,34577.36,0,True,False,False,False,True,False,False,True,True,False
602,3.367295829986474,5,1,0,161229.84,0,False,False,True,False,True,False,True,False,True,False
475,3.4657359027997265,8,1,0,100816.29,0,True,False,False,True,False,False,True,False,True,False
744,3.258096538021482,5,1,1,181694.44,0,False,False,True,True,False,False,True,False,True,False
588,3.5263605246161616,10,1,0,79078.91,0,False,False,True,False,True,False,False,True,False,True
703,3.7376696182833684,9,0,1,137316.32,0,False,True,False,False,True,False,True,False,True,False
747,3.713572066704308,5,1,0,194926.86,0,False,False,True,True,False,False,False,True,True,False
583,3.295836866004329,7,1,0,51285.49,0,True,False,False,False,True,False,False,True,False,True
750,3.5263605246161616,9,0,0,150401.53,1,False,False,True,True,False,False,True,False,True,False
681,3.6375861597263857,3,1,1,112491.96,0,True,False,False,False,True,False,False,True,False,True
773,3.2188758248682006,2,1,0,73656.38,0,True,False,False,False,True,False,True,False,True,False
714,3.4339872044851463,4,1,1,106636.89,0,True,False,False,True,False,False,True,False,True,False
687,3.784189633918261,7,1,0,155853.52,1,False,False,True,True,False,True,False,False,False,True
511,4.060443010546419,0,1,1,162599.51,0,True,False,False,False,True,False,True,False,True,False
627,3.4965075614664802,5,1,1,103737.82,0,True,False,False,False,True,False,False,True,False,True
694,3.4339872044851463,10,1,0,160990.27,0,True,False,False,True,False,False,False,True,False,True
616,3.58351893845611,6,0,0,15462.84,0,False,False,True,True,False,False,True,False,True,False
687,3.5553480614894135,8,1,0,10334.05,0,True,False,False,False,True,False,False,True,False,True
712,3.4965075614664802,6,1,1,190686.16,0,True,False,False,True,False,False,False,True,False,True
553,3.4965075614664802,4,0,0,94440.45,0,True,False,False,False,True,False,True,False,True,False
667,3.4339872044851463,1,1,1,28257.63,0,True,False,False,False,True,False,True,False,True,False
731,3.7612001156935624,2,1,1,170034.95,1,True,False,False,False,True,False,True,False,False,True
629,3.5553480614894135,7,1,0,31824.29,0,False,True,False,False,True,False,False,True,True,False
614,3.912023005428146,4,1,0,127166.49,1,True,False,False,False,True,False,True,False,True,False
438,3.4339872044851463,8,1,0,44937.01,0,False,True,False,False,True,False,True,False,True,False
652,4.382026634673881,4,1,1,188603.07,0,True,False,False,True,False,False,False,True,False,True
729,3.4011973816621555,6,1,0,145111.37,0,False,True,False,False,True,False,True,False,True,False
642,3.6375861597263857,3,0,0,171463.83,0,True,False,False,False,True,False,False,True,False,True
806,4.07753744390572,0,1,0,182822.5,0,False,True,False,True,False,False,True,False,True,False
